county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Lassen,2020-05-05,0.0,0.0,0.0,25.0,0.0,0.0,
Plumas,2020-05-05,0.0,2.0,2.0,45.0,0.0,0.0,
Sacramento,2020-05-05,25.0,25.0,50.0,2323.0,13.0,6.0,119.0
Tehama,2020-05-05,0.0,0.0,0.0,106.0,0.0,0.0,6.0
Del Norte,2020-05-05,0.0,0.0,0.0,51.0,0.0,0.0,5.0
Yuba,2020-05-05,0.0,1.0,1.0,445.0,0.0,1.0,10.0
Tuolumne,2020-05-05,0.0,0.0,0.0,151.0,0.0,0.0,1.0
Ventura,2020-05-05,24.0,24.0,48.0,1360.0,9.0,9.0,56.0
San Bernardino,2020-05-05,155.0,105.0,260.0,4564.0,58.0,20.0,139.0
San Diego,2020-05-05,294.0,69.0,363.0,6128.0,122.0,11.0,345.0
Napa,2020-05-05,0.0,2.0,2.0,387.0,0.0,2.0,4.0
Santa Clara,2020-05-05,79.0,34.0,113.0,3273.0,36.0,3.0,220.0
Riverside,2020-05-05,208.0,125.0,333.0,3898.0,84.0,30.0,185.0
Shasta,2020-05-05,0.0,0.0,0.0,667.0,0.0,0.0,9.0
Orange,2020-05-05,210.0,69.0,279.0,5585.0,70.0,15.0,372.0
Humboldt,2020-05-05,0.0,13.0,13.0,344.0,0.0,2.0,10.0
Inyo,2020-05-05,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Santa Barbara,2020-05-05,31.0,4.0,35.0,717.0,13.0,2.0,99.0
Siskiyou,2020-05-05,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Stanislaus,2020-05-05,29.0,11.0,40.0,1369.0,3.0,1.0,87.0
Glenn,2020-05-05,0.0,0.0,0.0,,0.0,0.0,
Fresno,2020-05-05,49.0,50.0,99.0,2049.0,17.0,10.0,88.0
Solano,2020-05-05,13.0,16.0,29.0,707.0,5.0,1.0,50.0
Nevada,2020-05-05,0.0,0.0,0.0,129.0,0.0,0.0,3.0
Tulare,2020-05-05,23.0,1.0,24.0,920.0,5.0,0.0,18.0
Sonoma,2020-05-05,3.0,13.0,16.0,871.0,0.0,3.0,60.0
San Mateo,2020-05-05,44.0,14.0,58.0,1096.0,13.0,5.0,35.0
Lake,2020-05-05,0.0,2.0,2.0,110.0,0.0,1.0,-2.0
Alameda,2020-05-05,76.0,71.0,147.0,2446.0,28.0,14.0,143.0
Monterey,2020-05-05,4.0,1.0,5.0,829.0,3.0,0.0,107.0
Placer,2020-05-05,11.0,13.0,24.0,753.0,2.0,0.0,80.0
Kern,2020-05-06,34.0,7.0,41.0,1747.0,18.0,0.0,80.0
Calaveras,2020-05-06,0.0,0.0,0.0,50.0,0.0,0.0,12.0
San Mateo,2020-05-06,43.0,18.0,61.0,1096.0,12.0,2.0,52.0
San Luis Obispo,2020-05-06,2.0,2.0,4.0,526.0,2.0,2.0,31.0
Lassen,2020-05-06,0.0,1.0,1.0,25.0,0.0,0.0,
Glenn,2020-05-06,0.0,0.0,0.0,,0.0,0.0,
Stanislaus,2020-05-06,27.0,11.0,38.0,1369.0,2.0,1.0,88.0
Tehama,2020-05-06,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Del Norte,2020-05-06,0.0,0.0,0.0,51.0,0.0,0.0,6.0
Inyo,2020-05-06,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Sutter,2020-05-06,0.0,0.0,0.0,14.0,0.0,0.0,
Yolo,2020-05-06,0.0,1.0,1.0,186.0,0.0,0.0,11.0
Amador,2020-05-06,0.0,0.0,0.0,51.0,0.0,0.0,1.0
San Benito,2020-05-06,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Yuba,2020-05-06,0.0,0.0,0.0,445.0,0.0,0.0,7.0
Mariposa,2020-05-06,0.0,1.0,1.0,30.0,0.0,0.0,
Nevada,2020-05-06,0.0,0.0,0.0,126.0,0.0,1.0,2.0
Los Angeles,2020-05-06,1790.0,502.0,2292.0,23573.0,558.0,99.0,1206.0
Plumas,2020-05-06,0.0,2.0,2.0,45.0,0.0,0.0,
Riverside,2020-05-06,197.0,99.0,296.0,3938.0,81.0,28.0,183.0
Merced,2020-05-06,6.0,3.0,9.0,242.0,4.0,2.0,4.0
Santa Barbara,2020-05-06,30.0,6.0,36.0,717.0,13.0,1.0,81.0
Modoc,2020-05-06,0.0,0.0,0.0,41.0,0.0,0.0,
Santa Cruz,2020-05-06,2.0,1.0,3.0,397.0,0.0,1.0,7.0
Mendocino,2020-05-06,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Fresno,2020-05-06,47.0,47.0,94.0,2054.0,17.0,5.0,92.0
Siskiyou,2020-05-06,0.0,0.0,0.0,65.0,0.0,0.0,5.0
San Joaquin,2020-05-06,17.0,29.0,46.0,1366.0,8.0,9.0,31.0
Madera,2020-05-06,0.0,0.0,0.0,568.0,0.0,0.0,15.0
Kings,2020-05-06,13.0,0.0,13.0,199.0,2.0,0.0,2.0
Mono,2020-05-06,1.0,0.0,1.0,17.0,0.0,0.0,2.0
Shasta,2020-05-06,0.0,0.0,0.0,667.0,0.0,0.0,12.0
Monterey,2020-05-06,4.0,2.0,6.0,829.0,3.0,0.0,106.0
Napa,2020-05-06,1.0,1.0,2.0,387.0,1.0,0.0,6.0
Trinity,2020-05-06,0.0,0.0,0.0,54.0,0.0,0.0,
Tulare,2020-05-06,25.0,3.0,28.0,920.0,5.0,0.0,18.0
San Diego,2020-05-06,308.0,71.0,379.0,6195.0,120.0,14.0,339.0
Contra Costa,2020-05-06,16.0,51.0,67.0,1628.0,7.0,13.0,122.0
Imperial,2020-05-06,62.0,1.0,63.0,252.0,19.0,0.0,7.0
Ventura,2020-05-06,28.0,23.0,51.0,1352.0,11.0,8.0,45.0
Tuolumne,2020-05-06,0.0,0.0,0.0,151.0,0.0,0.0,1.0
Lake,2020-05-06,0.0,3.0,3.0,110.0,0.0,1.0,4.0
El Dorado,2020-05-06,0.0,4.0,4.0,175.0,0.0,0.0,8.0
Santa Clara,2020-05-06,73.0,38.0,111.0,3275.0,36.0,4.0,210.0
Orange,2020-05-06,216.0,63.0,279.0,5585.0,71.0,14.0,372.0
San Bernardino,2020-05-06,167.0,69.0,236.0,4564.0,51.0,14.0,157.0
Marin,2020-05-06,3.0,14.0,17.0,390.0,2.0,1.0,21.0
Colusa,2020-05-06,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Solano,2020-05-06,12.0,18.0,30.0,707.0,6.0,2.0,61.0
Humboldt,2020-05-06,1.0,6.0,7.0,344.0,0.0,2.0,6.0
Sonoma,2020-05-06,4.0,13.0,17.0,871.0,1.0,2.0,56.0
Butte,2020-05-06,0.0,0.0,0.0,448.0,0.0,0.0,17.0
Sacramento,2020-05-06,27.0,40.0,67.0,2319.0,12.0,7.0,115.0
San Francisco,2020-05-06,76.0,12.0,88.0,2619.0,26.0,4.0,113.0
Placer,2020-05-06,9.0,21.0,30.0,753.0,3.0,3.0,84.0
Alameda,2020-05-06,78.0,58.0,136.0,2407.0,34.0,9.0,171.0
Kern,2020-05-07,33.0,3.0,36.0,1734.0,19.0,1.0,79.0
Orange,2020-05-07,222.0,77.0,299.0,5585.0,78.0,16.0,351.0
San Joaquin,2020-05-07,13.0,25.0,38.0,1366.0,6.0,6.0,31.0
Lassen,2020-05-07,0.0,0.0,0.0,25.0,0.0,0.0,
Placer,2020-05-07,8.0,23.0,31.0,753.0,2.0,3.0,38.0
Tehama,2020-05-07,0.0,0.0,0.0,106.0,0.0,0.0,5.0
Lake,2020-05-07,0.0,0.0,0.0,110.0,0.0,0.0,3.0
Ventura,2020-05-07,33.0,25.0,58.0,1353.0,13.0,7.0,56.0
Inyo,2020-05-07,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Colusa,2020-05-07,1.0,0.0,1.0,88.0,0.0,0.0,6.0
Shasta,2020-05-07,0.0,0.0,0.0,667.0,0.0,0.0,17.0
Sacramento,2020-05-07,19.0,32.0,51.0,2318.0,12.0,7.0,91.0
Tuolumne,2020-05-07,0.0,0.0,0.0,151.0,0.0,0.0,1.0
Alameda,2020-05-07,75.0,61.0,136.0,2446.0,34.0,9.0,131.0
Napa,2020-05-07,1.0,1.0,2.0,387.0,1.0,0.0,3.0
Glenn,2020-05-07,0.0,0.0,0.0,,0.0,0.0,
Del Norte,2020-05-07,0.0,1.0,1.0,51.0,0.0,0.0,1.0
Yolo,2020-05-07,0.0,0.0,0.0,186.0,0.0,0.0,11.0
El Dorado,2020-05-07,0.0,2.0,2.0,172.0,0.0,0.0,10.0
Imperial,2020-05-07,58.0,1.0,59.0,334.0,18.0,1.0,7.0
Contra Costa,2020-05-07,20.0,45.0,65.0,1628.0,7.0,12.0,97.0
Modoc,2020-05-07,0.0,0.0,0.0,41.0,0.0,0.0,
Santa Cruz,2020-05-07,3.0,1.0,4.0,397.0,0.0,0.0,9.0
San Mateo,2020-05-07,37.0,14.0,51.0,1096.0,11.0,2.0,43.0
Butte,2020-05-07,1.0,1.0,2.0,448.0,0.0,0.0,19.0
Riverside,2020-05-07,194.0,76.0,270.0,3902.0,79.0,20.0,177.0
Sutter,2020-05-07,0.0,0.0,0.0,14.0,0.0,0.0,
Los Angeles,2020-05-07,1771.0,552.0,2323.0,23461.0,548.0,90.0,1220.0
Sonoma,2020-05-07,2.0,11.0,13.0,871.0,1.0,2.0,52.0
Marin,2020-05-07,3.0,10.0,13.0,390.0,2.0,0.0,14.0
Monterey,2020-05-07,4.0,1.0,5.0,829.0,3.0,0.0,106.0
Mono,2020-05-07,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Francisco,2020-05-07,72.0,21.0,93.0,2619.0,30.0,1.0,78.0
San Benito,2020-05-07,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Yuba,2020-05-07,0.0,0.0,0.0,445.0,0.0,0.0,7.0
Amador,2020-05-07,0.0,0.0,0.0,51.0,0.0,0.0,1.0
San Diego,2020-05-07,312.0,75.0,387.0,6204.0,123.0,16.0,338.0
Calaveras,2020-05-07,0.0,0.0,0.0,50.0,0.0,0.0,12.0
San Luis Obispo,2020-05-07,2.0,4.0,6.0,526.0,2.0,1.0,26.0
Madera,2020-05-07,1.0,0.0,1.0,568.0,0.0,0.0,14.0
Mariposa,2020-05-07,0.0,1.0,1.0,30.0,0.0,0.0,
Tulare,2020-05-07,11.0,0.0,11.0,920.0,5.0,0.0,28.0
Nevada,2020-05-07,0.0,0.0,0.0,112.0,0.0,0.0,4.0
Merced,2020-05-07,5.0,3.0,8.0,242.0,4.0,0.0,4.0
Santa Barbara,2020-05-07,27.0,12.0,39.0,717.0,11.0,3.0,82.0
Plumas,2020-05-07,0.0,0.0,0.0,45.0,0.0,0.0,
Siskiyou,2020-05-07,0.0,3.0,3.0,65.0,0.0,2.0,3.0
Mendocino,2020-05-07,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Fresno,2020-05-07,49.0,39.0,88.0,2051.0,15.0,3.0,92.0
Stanislaus,2020-05-07,25.0,14.0,39.0,1369.0,1.0,4.0,75.0
Humboldt,2020-05-07,1.0,5.0,6.0,352.0,0.0,0.0,6.0
San Bernardino,2020-05-07,153.0,73.0,226.0,4564.0,51.0,12.0,165.0
Santa Clara,2020-05-07,70.0,37.0,107.0,3275.0,32.0,3.0,180.0
Solano,2020-05-07,10.0,15.0,25.0,707.0,7.0,3.0,39.0
Trinity,2020-05-07,0.0,0.0,0.0,54.0,0.0,0.0,
Kings,2020-05-07,14.0,0.0,14.0,199.0,3.0,0.0,0.0
Lassen,2020-05-08,0.0,1.0,1.0,25.0,0.0,0.0,
Plumas,2020-05-08,0.0,0.0,0.0,45.0,0.0,0.0,
Amador,2020-05-08,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Riverside,2020-05-08,189.0,88.0,277.0,3902.0,77.0,27.0,158.0
Shasta,2020-05-08,0.0,0.0,0.0,667.0,0.0,0.0,15.0
Kern,2020-05-08,32.0,7.0,39.0,1726.0,22.0,1.0,81.0
Napa,2020-05-08,1.0,0.0,1.0,387.0,1.0,0.0,2.0
Mendocino,2020-05-08,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Placer,2020-05-08,9.0,17.0,26.0,753.0,2.0,1.0,32.0
Butte,2020-05-08,1.0,1.0,2.0,448.0,0.0,0.0,23.0
Colusa,2020-05-08,1.0,1.0,2.0,88.0,0.0,1.0,5.0
Del Norte,2020-05-08,0.0,1.0,1.0,51.0,0.0,1.0,2.0
Lake,2020-05-08,0.0,1.0,1.0,110.0,0.0,0.0,2.0
Mariposa,2020-05-08,0.0,1.0,1.0,30.0,0.0,0.0,
Calaveras,2020-05-08,0.0,0.0,0.0,50.0,0.0,0.0,11.0
Yuba,2020-05-08,0.0,0.0,0.0,445.0,0.0,0.0,6.0
Siskiyou,2020-05-08,0.0,3.0,3.0,65.0,0.0,2.0,0.0
Orange,2020-05-08,222.0,77.0,299.0,6836.0,77.0,22.0,338.0
San Luis Obispo,2020-05-08,1.0,3.0,4.0,526.0,1.0,2.0,21.0
Mono,2020-05-08,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Stanislaus,2020-05-08,21.0,15.0,36.0,1369.0,3.0,2.0,81.0
San Mateo,2020-05-08,33.0,23.0,56.0,1096.0,11.0,3.0,43.0
Alameda,2020-05-08,80.0,56.0,136.0,2446.0,38.0,8.0,126.0
Tulare,2020-05-08,26.0,0.0,26.0,920.0,7.0,0.0,20.0
Tuolumne,2020-05-08,0.0,0.0,0.0,151.0,0.0,0.0,2.0
San Diego,2020-05-08,334.0,73.0,407.0,6156.0,129.0,15.0,328.0
Trinity,2020-05-08,0.0,0.0,0.0,54.0,0.0,0.0,
Tehama,2020-05-08,0.0,0.0,0.0,106.0,0.0,0.0,2.0
Yolo,2020-05-08,0.0,0.0,0.0,186.0,0.0,0.0,4.0
Modoc,2020-05-08,0.0,0.0,0.0,41.0,0.0,0.0,
Merced,2020-05-08,7.0,1.0,8.0,242.0,5.0,0.0,2.0
Madera,2020-05-08,1.0,0.0,1.0,530.0,0.0,0.0,26.0
San Joaquin,2020-05-08,15.0,32.0,47.0,1366.0,6.0,8.0,27.0
Humboldt,2020-05-08,1.0,5.0,6.0,352.0,0.0,0.0,6.0
Sutter,2020-05-08,0.0,0.0,0.0,14.0,0.0,0.0,
Santa Cruz,2020-05-08,4.0,0.0,4.0,397.0,0.0,0.0,14.0
Santa Clara,2020-05-08,69.0,26.0,95.0,3306.0,29.0,5.0,180.0
Los Angeles,2020-05-08,1766.0,510.0,2276.0,23900.0,535.0,82.0,1181.0
Fresno,2020-05-08,50.0,31.0,81.0,2049.0,15.0,4.0,89.0
Santa Barbara,2020-05-08,32.0,4.0,36.0,717.0,11.0,2.0,86.0
Solano,2020-05-08,10.0,23.0,33.0,707.0,7.0,0.0,48.0
Contra Costa,2020-05-08,21.0,61.0,82.0,1628.0,7.0,14.0,99.0
San Francisco,2020-05-08,71.0,32.0,103.0,2619.0,28.0,7.0,92.0
Glenn,2020-05-08,0.0,0.0,0.0,,0.0,0.0,
Inyo,2020-05-08,1.0,0.0,1.0,42.0,0.0,0.0,4.0
San Bernardino,2020-05-08,142.0,78.0,220.0,4821.0,52.0,11.0,166.0
El Dorado,2020-05-08,0.0,4.0,4.0,171.0,0.0,0.0,7.0
Sacramento,2020-05-08,17.0,34.0,51.0,2332.0,11.0,5.0,82.0
Nevada,2020-05-08,0.0,0.0,0.0,120.0,0.0,0.0,7.0
Kings,2020-05-08,14.0,1.0,15.0,199.0,3.0,1.0,0.0
Imperial,2020-05-08,66.0,4.0,70.0,342.0,19.0,0.0,9.0
San Benito,2020-05-08,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Monterey,2020-05-08,7.0,2.0,9.0,829.0,3.0,0.0,115.0
Ventura,2020-05-08,33.0,21.0,54.0,1300.0,13.0,6.0,52.0
Marin,2020-05-08,3.0,4.0,7.0,390.0,2.0,0.0,11.0
Sonoma,2020-05-08,2.0,15.0,17.0,871.0,1.0,4.0,51.0
Santa Clara,2020-05-09,66.0,36.0,102.0,3306.0,28.0,5.0,183.0
Shasta,2020-05-09,0.0,0.0,0.0,667.0,0.0,0.0,17.0
Tuolumne,2020-05-09,0.0,0.0,0.0,151.0,0.0,0.0,3.0
Tulare,2020-05-09,28.0,2.0,30.0,920.0,9.0,0.0,27.0
Yolo,2020-05-09,0.0,0.0,0.0,186.0,1.0,1.0,1.0
Mariposa,2020-05-09,0.0,1.0,1.0,30.0,0.0,0.0,
Merced,2020-05-09,5.0,6.0,11.0,242.0,4.0,2.0,2.0
San Mateo,2020-05-09,32.0,26.0,58.0,1096.0,12.0,4.0,40.0
Trinity,2020-05-09,0.0,0.0,0.0,54.0,0.0,0.0,
Del Norte,2020-05-09,0.0,0.0,0.0,51.0,0.0,0.0,0.0
San Diego,2020-05-09,338.0,58.0,396.0,6172.0,134.0,9.0,329.0
Colusa,2020-05-09,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Stanislaus,2020-05-09,18.0,11.0,29.0,1369.0,3.0,3.0,82.0
Siskiyou,2020-05-09,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Fresno,2020-05-09,55.0,43.0,98.0,2049.0,16.0,5.0,88.0
Napa,2020-05-09,1.0,1.0,2.0,387.0,1.0,0.0,8.0
Modoc,2020-05-09,0.0,0.0,0.0,41.0,0.0,0.0,
Sutter,2020-05-09,0.0,0.0,0.0,14.0,0.0,0.0,
Ventura,2020-05-09,33.0,24.0,57.0,1321.0,13.0,4.0,50.0
El Dorado,2020-05-09,0.0,4.0,4.0,171.0,0.0,0.0,11.0
Amador,2020-05-09,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Calaveras,2020-05-09,0.0,2.0,2.0,50.0,0.0,1.0,9.0
San Luis Obispo,2020-05-09,3.0,3.0,6.0,526.0,3.0,1.0,27.0
Monterey,2020-05-09,9.0,1.0,10.0,829.0,3.0,0.0,113.0
San Benito,2020-05-09,0.0,0.0,0.0,25.0,0.0,0.0,3.0
Mono,2020-05-09,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Inyo,2020-05-09,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Lake,2020-05-09,0.0,0.0,0.0,110.0,0.0,0.0,3.0
Yuba,2020-05-09,0.0,0.0,0.0,445.0,0.0,0.0,7.0
Nevada,2020-05-09,0.0,0.0,0.0,108.0,0.0,0.0,4.0
Santa Cruz,2020-05-09,3.0,0.0,3.0,397.0,0.0,0.0,19.0
San Bernardino,2020-05-09,145.0,86.0,231.0,4821.0,55.0,13.0,171.0
Imperial,2020-05-09,66.0,4.0,70.0,349.0,19.0,0.0,9.0
Kern,2020-05-09,36.0,15.0,51.0,1728.0,25.0,2.0,78.0
Glenn,2020-05-09,0.0,0.0,0.0,,0.0,0.0,
Orange,2020-05-09,228.0,72.0,300.0,6836.0,85.0,19.0,321.0
Los Angeles,2020-05-09,1690.0,531.0,2221.0,23877.0,493.0,82.0,1213.0
San Francisco,2020-05-09,68.0,29.0,97.0,2619.0,28.0,4.0,97.0
Santa Barbara,2020-05-09,28.0,4.0,32.0,717.0,11.0,1.0,80.0
Lassen,2020-05-09,0.0,1.0,1.0,25.0,0.0,0.0,
Kings,2020-05-09,12.0,6.0,18.0,199.0,4.0,0.0,0.0
Madera,2020-05-09,1.0,0.0,1.0,530.0,0.0,0.0,30.0
Placer,2020-05-09,8.0,29.0,37.0,753.0,2.0,1.0,40.0
Tehama,2020-05-09,0.0,0.0,0.0,106.0,0.0,0.0,2.0
Butte,2020-05-09,1.0,2.0,3.0,448.0,0.0,2.0,24.0
Riverside,2020-05-09,190.0,120.0,310.0,3874.0,73.0,30.0,159.0
Sonoma,2020-05-09,3.0,12.0,15.0,871.0,2.0,3.0,50.0
Sacramento,2020-05-09,18.0,35.0,53.0,2327.0,12.0,5.0,88.0
Alameda,2020-05-09,81.0,58.0,139.0,2446.0,40.0,11.0,122.0
Humboldt,2020-05-09,1.0,5.0,6.0,352.0,0.0,0.0,6.0
San Joaquin,2020-05-09,16.0,28.0,44.0,1366.0,4.0,7.0,24.0
Plumas,2020-05-09,0.0,1.0,1.0,45.0,0.0,0.0,
Contra Costa,2020-05-09,20.0,48.0,68.0,1628.0,8.0,12.0,104.0
Marin,2020-05-09,4.0,9.0,13.0,390.0,2.0,2.0,6.0
Solano,2020-05-09,11.0,24.0,35.0,707.0,7.0,2.0,46.0
Mendocino,2020-05-09,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Mariposa,2020-05-10,0.0,0.0,0.0,30.0,0.0,0.0,
Sonoma,2020-05-10,5.0,7.0,12.0,871.0,2.0,2.0,50.0
Monterey,2020-05-10,9.0,0.0,9.0,829.0,3.0,0.0,108.0
Orange,2020-05-10,230.0,78.0,308.0,6836.0,81.0,21.0,353.0
Santa Clara,2020-05-10,66.0,45.0,111.0,3306.0,28.0,4.0,179.0
Inyo,2020-05-10,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Colusa,2020-05-10,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Tulare,2020-05-10,27.0,2.0,29.0,920.0,8.0,0.0,26.0
Tuolumne,2020-05-10,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Yuba,2020-05-10,0.0,0.0,0.0,445.0,0.0,0.0,6.0
Humboldt,2020-05-10,2.0,4.0,6.0,352.0,0.0,0.0,3.0
San Bernardino,2020-05-10,144.0,83.0,227.0,4821.0,53.0,12.0,188.0
Alameda,2020-05-10,77.0,46.0,123.0,2446.0,40.0,4.0,125.0
San Mateo,2020-05-10,29.0,23.0,52.0,1096.0,12.0,5.0,43.0
Yolo,2020-05-10,0.0,0.0,0.0,186.0,1.0,1.0,1.0
Tehama,2020-05-10,0.0,0.0,0.0,106.0,0.0,0.0,3.0
Napa,2020-05-10,2.0,0.0,2.0,387.0,2.0,0.0,3.0
San Benito,2020-05-10,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Santa Barbara,2020-05-10,26.0,4.0,30.0,717.0,11.0,1.0,81.0
Glenn,2020-05-10,0.0,0.0,0.0,,0.0,0.0,
Butte,2020-05-10,1.0,2.0,3.0,448.0,0.0,1.0,21.0
Stanislaus,2020-05-10,17.0,10.0,27.0,1369.0,1.0,3.0,80.0
Ventura,2020-05-10,28.0,24.0,52.0,1308.0,12.0,5.0,49.0
Merced,2020-05-10,6.0,0.0,6.0,242.0,4.0,0.0,4.0
Mendocino,2020-05-10,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Marin,2020-05-10,4.0,13.0,17.0,390.0,2.0,3.0,11.0
Calaveras,2020-05-10,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Contra Costa,2020-05-10,18.0,43.0,61.0,1628.0,7.0,9.0,110.0
Solano,2020-05-10,14.0,22.0,36.0,707.0,8.0,1.0,48.0
Kern,2020-05-10,37.0,14.0,51.0,1728.0,27.0,2.0,96.0
Fresno,2020-05-10,53.0,45.0,98.0,2056.0,22.0,9.0,89.0
Placer,2020-05-10,8.0,19.0,27.0,753.0,2.0,2.0,34.0
Madera,2020-05-10,1.0,1.0,2.0,530.0,0.0,0.0,30.0
Siskiyou,2020-05-10,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Mono,2020-05-10,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Francisco,2020-05-10,66.0,25.0,91.0,2619.0,25.0,9.0,102.0
Modoc,2020-05-10,0.0,0.0,0.0,41.0,0.0,0.0,
Kings,2020-05-10,12.0,5.0,17.0,199.0,4.0,0.0,3.0
San Diego,2020-05-10,334.0,56.0,390.0,6056.0,134.0,8.0,357.0
Riverside,2020-05-10,199.0,117.0,316.0,3856.0,73.0,29.0,177.0
Amador,2020-05-10,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Los Angeles,2020-05-10,1731.0,539.0,2270.0,23858.0,498.0,90.0,1253.0
Sutter,2020-05-10,0.0,0.0,0.0,14.0,0.0,0.0,
Del Norte,2020-05-10,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Lake,2020-05-10,0.0,1.0,1.0,110.0,0.0,0.0,0.0
Imperial,2020-05-10,63.0,1.0,64.0,336.0,17.0,0.0,9.0
San Luis Obispo,2020-05-10,3.0,2.0,5.0,526.0,2.0,0.0,24.0
Trinity,2020-05-10,0.0,0.0,0.0,54.0,0.0,0.0,
Nevada,2020-05-10,0.0,1.0,1.0,107.0,0.0,0.0,5.0
El Dorado,2020-05-10,0.0,2.0,2.0,171.0,0.0,0.0,15.0
Shasta,2020-05-10,0.0,0.0,0.0,667.0,1.0,0.0,8.0
Santa Cruz,2020-05-10,3.0,0.0,3.0,397.0,0.0,0.0,16.0
Plumas,2020-05-10,0.0,1.0,1.0,45.0,0.0,0.0,
San Joaquin,2020-05-10,15.0,28.0,43.0,1366.0,2.0,8.0,19.0
Lassen,2020-05-10,0.0,1.0,1.0,25.0,0.0,0.0,
Sacramento,2020-05-10,18.0,37.0,55.0,2310.0,11.0,7.0,105.0
Amador,2020-05-11,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Mono,2020-05-11,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Santa Barbara,2020-05-11,22.0,10.0,32.0,717.0,9.0,3.0,89.0
Placer,2020-05-11,8.0,16.0,24.0,753.0,2.0,2.0,36.0
Trinity,2020-05-11,0.0,0.0,0.0,54.0,0.0,0.0,
Colusa,2020-05-11,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Yuba,2020-05-11,0.0,1.0,1.0,445.0,0.0,1.0,9.0
Del Norte,2020-05-11,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Sutter,2020-05-11,0.0,0.0,0.0,14.0,0.0,0.0,
Plumas,2020-05-11,0.0,1.0,1.0,45.0,0.0,0.0,
Yolo,2020-05-11,0.0,0.0,0.0,186.0,0.0,0.0,4.0
Siskiyou,2020-05-11,0.0,0.0,0.0,65.0,0.0,0.0,5.0
Sacramento,2020-05-11,16.0,35.0,51.0,2335.0,9.0,5.0,93.0
Monterey,2020-05-11,9.0,0.0,9.0,829.0,5.0,0.0,109.0
Sonoma,2020-05-11,5.0,9.0,14.0,871.0,2.0,4.0,50.0
Mendocino,2020-05-11,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Humboldt,2020-05-11,2.0,6.0,8.0,352.0,0.0,0.0,5.0
Glenn,2020-05-11,0.0,0.0,0.0,,0.0,0.0,
Solano,2020-05-11,13.0,15.0,28.0,707.0,10.0,2.0,45.0
Marin,2020-05-11,3.0,12.0,15.0,390.0,0.0,2.0,12.0
Fresno,2020-05-11,56.0,37.0,93.0,2057.0,19.0,11.0,87.0
Alameda,2020-05-11,78.0,53.0,131.0,2446.0,36.0,13.0,125.0
Riverside,2020-05-11,186.0,104.0,290.0,3935.0,69.0,34.0,184.0
San Mateo,2020-05-11,31.0,18.0,49.0,1096.0,11.0,6.0,43.0
Los Angeles,2020-05-11,1763.0,547.0,2310.0,23866.0,498.0,86.0,1242.0
Santa Cruz,2020-05-11,1.0,0.0,1.0,397.0,0.0,0.0,16.0
Lake,2020-05-11,0.0,0.0,0.0,110.0,0.0,0.0,5.0
San Luis Obispo,2020-05-11,3.0,2.0,5.0,526.0,2.0,1.0,22.0
Mariposa,2020-05-11,0.0,0.0,0.0,30.0,0.0,0.0,
Lassen,2020-05-11,0.0,1.0,1.0,25.0,0.0,0.0,
Merced,2020-05-11,7.0,2.0,9.0,242.0,4.0,2.0,7.0
Tehama,2020-05-11,0.0,0.0,0.0,106.0,0.0,0.0,6.0
San Francisco,2020-05-11,63.0,28.0,91.0,2619.0,23.0,11.0,107.0
